Lp.;Nazwa Muzeum;Kod pocztowy;Miejscowość;Gmina;Powiat;Województwo;ul./Aleja/Plac/;Ulica;Numer domu;Numer lokalu;Kod pocztowy (adres pocztowy jeśli nie występuje w komórkach C1-G1);Miejscość (adres dodatkowy );ul./Aleja/Plac (adres dodatkowy);Ulica i numer domu (adres dodatkowy);Numer domu (adres dodatkowy;Numer lokalu (adres dodatkowy);Nazwa Organizatora/ Założyciela;Nazwa Organizatora I/ Założyciela;Nazwa Organizatora II/ Założyciela;Nazwa Organizatora III/ Założyciela;Data wpisu do Państwowego Rejestru Muzeów (dotyczy Muzeum wpisanego do Państwowego Rejestru Muzeów);Status muzeum;Data wykreślenia z rejestru;zakończenie procesu organizacji
374;"Państwowe Muzeum Auschwitz-Birkenau w Oświęcimiu
";32-603;Oświęcim;Oświęcim;oświęcimski;MAŁOPOLSKIE;ul.;Więźniów Oświęcimia ;20;;;;;;;;Minister Kultury, Dziedzictwa Narodowego i Sportu;;;;1998-07-06;Państwowe;;
375;Państwowe Muzeum na Majdanku. Niemiecki nazistowski obóz koncentracyjny i zagłady (1941-1944);20-325;"Lublin 
";Lublin;m. Lublin;LUBELSKIE;ul.;Droga Męczenników Majdanka ;67;;;;;;;;Minister Kultury, Dziedzictwa Narodowego i Sportu;;;;1998-07-06;Państwowe;;
376;"Zamek Królewski na Wawelu – Państwowe Zbiory Sztuki 
";31-001;Kraków;Kraków (Kraków-Śródmieście);m. Kraków;MAŁOPOLSKIE;ul.;Wawel;5;;;;;;;;Minister Kultury, Dziedzictwa Narodowego i Sportu;;;;1998-07-06;Państwowe;;
377;"Zamek Królewski w Warszawie – Muzeum. Rezydencja Królów i Rzeczypospolitej 
";00-277;Warszawa;Warszawa (Śródmieście);m. st. Warszawa;MAZOWIECKIE;pl. ;Zamkowy ;4;;;;;;;;Minister Kultury, Dziedzictwa Narodowego i Sportu;;;;1998-05-18;Państwowe;;
378;Muzeum Archidiecezjalne Kardynała Karola Wojtyły ;"31-002 

";"Kraków 
";Kraków;m. Kraków;MAŁOPOLSKIE;ul.;Kanonicza;19-;21;;;;;;;Archidiecezja Krakowska;;;;;Kościelne;;
379;Muzeum św. Ojca Stanisława Papczyńskiego w Górze Kalwarii;"05-330

";" Góra Kalwaria (Dom Zakonny Zgromadzenia Księży Marianów pod wezwaniem bł. Ojca Stanisław Papczyńskiego w Górze Kalwarii)


";Góra Kalwaria;piaseczyński;MAZOWIECKIE;ul.;Stanisława Papczyńskiego ;5A;;;;;;;;Prowincja Polska Zgromadzenia Księży Marianów pod wezwaniem Niepokalanego Poczęcia Najświętszej Marii Panny z siedzibą w Warszawie ;;;;;Kościelne;;
380;Muzeum Diecezjalne im. bł. Abpa. Antoniego Juliana Nowowiejskiego w Płocku;09-402;Płock;Płock;płocki;MAZOWIECKIE;ul.;Tumska;3;;;;;;;;Diecezja Płocka;;;;;;;
381;"Muzeum Diecezjalne w Drohiczynie im. Jana Pawła II
";17-312;"Drohiczyn

";Drohiczyn;siemiatycki;PODLASKIE;ul. ;Kraszewskiego;4;;;;;;;;Diecezja Drohiczyńska ;;;;;Kościelne;;
382;"Muzeum Diecezjalne w Siedlcach
";"08-110 
";"Siedlce

";Siedlce;m. Siedlce;MAZOWIECKIE;ul.;Biskupa I. Świrskiego ;56;;;;;;;;Diecezja Siedlecka;;;;;Kościelne;;
383;Muzeum Diecezji Elbląskiej;82-300;"Elbląg

";Nowakowo;elbląski;WARMIŃSKO-MAZURSKIE;ul.;Mostowa ;14-;16;;;;;;;Diecezja Elbląska;;;;;Kościelne;;
384;Muzeum im. Księdza Walentego Ślusarczyka przy Opactwie O.O. Cysterów w Wąchocku (w organizacji);27-215;Wąchock ;Wąchock;starachowicki;ŚWIĘTOKRZYSKIE;ul. ;Kościelna;14;;;;;;;;Opactwo Ojców Cystersów w Wąchocku ;;;;;Kościelne;;
385;Muzeum im. św. Jana Pawła II w organizacji ;75-016;Koszalin (Centrum Pielgrzymkowo - Turystyczne przy Domu Zakonnym - Góra Chełmska);Biesiekierz;koszaliński;ZACHODNIOPOMORSKIE;ul.;Słupska;1;;;;;;;;Szensztacki Instytut Sióstr Maryi (ISSM);;;;;Kościelne;;
386;Muzeum Markowieckiego Sanktuarium ;"88-320 
";"Strzelno 
";Strzelno;mogileński;KUJAWSKO-POMORSKIE;;Markowice;5;;;;;;;;Parafia Rzymskokatolicka pw. Nawiedzenia Najświętszej Maryi Panny w Markowicach;;;;;Kościelne;;
387;Muzeum Misyjne Sióstr Klawerianek w Krośnie;38-400;Krosno;Krosno;krośnieński;PODKARPACKIE;ul.;Łukasiewicza;62;;;;;;;;Zgromadzenie Sióstr Misjonarek Św. Piotra Klawera w Krośnie;;;;;Kościelne;;
388;"Muzeum Pomnika Historii „Frombork - zespół katedralny"" we Fromborku (w organizacji)";14-530 ;Frombork;Frombork;braniewski;WARMIŃSKO-MAZURSKIE;;Katedralna;8;;;;;;;;Archidiecezja Warmińska;;;;;Kościelne;;
389;Muzeum Prawosławnej Diecezji Lubelsko-Chełmskiej;21-526 ;"Jabłeczna 
";Sławatycze;bialski;LUBELSKIE;ul.;Jabłeczna;1;;;;;;;;Prawosławna Diecezja Lubelsko-Chełmska ;;;;;Kościelne;;
390;Muzeum Reformacji Polskiej w Mikołajkach;11-730; Mikołajki;Mikołajki;mrągowski;WARMIŃSKO-MAZURSKIE;ul.;Plac Kościelny ;5;;;;;;;;Zgromadzenie Parafialne Parafii Ewangelicko-Augsburskiej Św. Trójcy w Mikołajkach;;;;;Kościelne;;
391;Muzeum Warszawskiej Metropolii Prawosławnej w Warszawie ;03-403;Warszawa ;Warszawa (Praga-Północ);m. st. Warszawa;MAZOWIECKIE;ul.;św. Cyryla i Metodego ;4;;;;;;;;Warszawska Metropolia Prawosławna;;;;;Kościelne;;
392;Chojnickie Muzeum Motoryzacji i Techniki (w organizacji);89-600;Chojnice;Chojnice;chojnicki;POMORSKIE;ul.;Stary Rynek;18;19;;;;;;;Liliana Helta; Jordan Rolbiecki ;;;;Utworzone przez osoby fizyczne;;
393;Chotomowskie Muzeum Techniki Wojskowej w Chotomowie;05-123;Chotomów;Chotomów;legionowski;MAZOWIECKIE;ul.;Baśniowa;1;;;;;;;;Marcin Ptaszyński;;;;;Utworzone przez osoby fizyczne;;
394;Ekomuzeum Olejarstwa w Zadnodze Olejarnia Staropolska na Roztoczu (w organizacji);22-610;Krynice;Krynice;tomaszowski;LUBELSKIE;;Zadnoga;19;;;;;;;;Anna Kołodziej;;;;;Utworzone przez osoby fizyczne;;
395;Falenickie Muzeum Historyczne (w organizacji);04-921;Warszawa - Falenica;Warszawa (Wawer);m. st. Warszawa;MAZOWIECKIE;ul.;Biernacka;12;;;;;;;;Paweł Szewczak;;;;;Utworzone przez osoby fizyczne;;
396;Galicyjskie Muzeum Historyczne w Rzeszowie (w organizacji);35-504;Rzeszów;Rzeszów;Rzeszów;PODKARPACKIE;ul.;Ustrzycka;91;;;;;;;;Paweł Sagan;;;;;Utworzone przez osoby fizyczne;;
397;Gdyńskie Muzeum Motoryzacji;81-010;Gdynia;Gdynia;Gdynia;POMORSKIE;ul.;Żwirowa;2c;;;;;;;;Witold Ciążkowski;;;;;Utworzone przez osoby fizyczne;;
398;Kociewskie Muzeum Motoryzacji i Przemysłu w Starogardzie Gdańskim (w organizacji);83-200;Starogard Gdański;Starogard Gdański;starogardzki;POMORSKIE;ul.;Norwida;2;;;;;;;;Zbigniew Pielecki, Michał Pielecki, Paweł Pielecki;;;;;Utworzone przez osoby fizyczne;;
399;Kolbuszowskie Muzeum Techniki Militarnej i Użytkowej (w organizacji);36-100;Kolbuszowa;Kolbuszowa;kolbuszowski;PODKARPACKIE;ul.;P. Por. Sawy;76;;;;;;;;Zdzisław Smyrski ;;;;;Utworzone przez osoby fizyczne;;
400;Kwidzyńskie Muzeum Rodła (w organizacji);82-500;Kwidzyn;Kwidzyn;kwidzyński;POMORSKIE;ul.;Graniczna;36;;;;;;;;Jacek Synakiewicz;;;;;Utworzone przez osoby fizyczne;;
401;Lokalne Muzeum Techniki Wojskowej i Cywilnej (w organizacji);05-270;Marki;Marki (Czarna Struga);wołomiński;MAZOWIECKIE;ul.;Zieleniecka;47;;;;;;;;Krzysztof Gendek;;;;;Utworzone przez osoby fizyczne;;
402;Lubelskie Muzeum Historii Wojskowości – „Ars Militaris” (w organizacji);20-868;Lublin;Lublin;Lublin;LUBELSKIE;ul.;Karpacka;60;;;;;;;;Paweł Wójcik;;;;;Utworzone przez osoby fizyczne;;
403;Lubelskie Muzeum Techniki Wojskowej i Użytkowej w Jelnicy (w organizacji);21-560;Miedzyrzec Podlaski;Jelnica;bialski;LUBELSKIE;;Jelnica;166;;;;;;;;Witold Witkowski;Agnieszka Matejko;Maciej Mienkus;;;;;
404;Małe Muzeum Ludowe u Kowalskich ;55-100;Trzebnica;Pawłów Trzebnicki;trzebnicki;DOLNOŚLĄSKIE;;Marcinowo;2;;;;;;;;Marian Kowalski ;;;;;Utworzone przez osoby fizyczne;;
405;Mazowieckie Muzeum Militarne (w organizacji);05-120;Legionowo;Legionowo;legionowski;MAZOWIECKIE;ul.;Dębowa;11;;;;;;;;Łukasz Walnik;;;;;Utworzone przez osoby fizyczne;;
406;Muzeum 303 im. ppłk. pil. Jana Zumbacha w Napoleonie (w organizacji);42-165;Lipie;Lipie;kłobucki;ŚLĄSKIE;;Napoleon;35A;;;;;;;;Tomasz Kajkowski;;;;;Utworzone przez osoby fizyczne;;
407;Muzeum Afryki w Sobanicach ;09-162;Nacpolsk;Nacpolsk;płoński;MAZOWIECKIE;;Sobanice;45A;;;;;;;;Marta Kołodziej ;;;;;Utworzone przez osoby fizyczne;;
408;Muzeum Archeologii Pól Bitewnych Twierdzy Przemyśl w Przemyślu (w organizacji) ;37-700;Przemyśl ;Przemyśl ;przemyski;PODKARPACKIE;ul. ;Zielińskiego ;14;7A;;;;;;;Jacek Dzik ;;;;;Utworzone przez osoby fizyczne ;;
409;Muzeum – Archeoskansen grodu warownego z X w. (w organizacji);43-246;Strumień;Pruchna;cieszyński;ŚLĄSKIE;ul.;Graniczna dz. ;1162;1;;;;;;;Sylwester Zalewski ;;;;;Utworzone przez osoby fizyczne;;
410;Muzeum Artylerii Ziemi Przemyskiej (w organizacji);37-700;Przemyśl;Przemyśl;Przemyśl;PODKARPACKIE;;Ostrów;22;;;;;;;;Andrzej Potoczny;;;;;Utworzone przez osoby fizyczne;;
411;Muzeum Artystów Polskich (w organizacji);05-071;Sulejówek;Sulejówek;miński;MAZOWIECKIE;ul.;Stefana Żeromskiego;19;;;;;;;;Joanna Beata Wyrostkiewicz-Wasilka;;;;;Utworzone przez osoby fizyczne;;
412;Muzeum Arystokracji Śląskiej (w organizacji);55-110;Prusice;Prusice;trzebnicki;DOLNOŚLĄSKIE;;Piotrkowice Pałac;74;;;;;;;;Arkadiusz Michoński;;;;;Utworzone przez osoby fizyczne;;
413;Muzeum Automobilizmu, Techniki i Marynistyki w Trzebieży (w organizacji);72-020;Trzebież;Police;policki;ZACHODNIOPOMORSKIE;ul.;Dolna;21;;;;;;;;Janusz Baczewicz;;;;;Utworzone przez osoby fizyczne;;
414;Muzeum Batalii Mazowieckich (w organizacji);05-152;Cybulice Małe;Czosnów;nowodworski;MAZOWIECKIE;ul.;Kwiatowa;3;1;;;;;;;Artur Sało;Katarzyna Sało;;;;Utworzone przez osoby fizyczne;;
415;Muzeum Betonowego Schronu Bojowego „JS 1941” w Medyce (w organizacji);35-055;Rzeszów;Rzeszów;Rzeszów;PODKARPACKIE;ul.;Adama Naruszewicza;13;1;;;;;;;Jerzy Marek Solecki;;;;;Utworzone przez osoby fizyczne;;
416;Muzeum Bohaterów Września 1939 im. Jerzego Waszkiewicza (w organizacji);00-132;Warszawa;Warszawa (Śródmieście);m. st. Warszawa;MAZOWIECKIE;ul.;Grzybowska;16/22;1525;;;;;;;Dominik Waszkiewicz;;;;;Utworzone przez osoby fizyczne;;
417;Muzeum Bombek Choinkowych w Nowej Dębie (w organizacji);39-460;Nowa Dęba;Nowa Dęba;tarnobrzeski;PODKARPACKIE;ul.;Wojska Polskiego;1c;;;;;;;;Janusz Biliński;;;;;Utworzone przez osoby fizyczne;;
418;Muzeum Broni Dawnej i Nowej, Pojazdów Militarnych i Wyposażenia Wojskowego;75-259 ;Koszalin ;Koszalin;koszaliński;ZACHODNIOPOMORSKIE;ul. ;Picassa ;9;;;;;;;;Robert Kiryluk;;;;;Utworzone przez osoby fizyczne ;;
419;Muzeum Broni i Militariów w Lubawie (w organizacji);14-260;Lubawa;Lubawa;iławski;WARMIŃSKO-MAZURSKIE;ul.;Przemysłowa;2;;;;;;;;Jarosław Kijewski;;;;;Utworzone przez osoby fizyczne;;
420;Muzeum Broni Historycznej i Współczesnej w Poroście (w organizacji);76-020;Bobolice;Bobolice;koszaliński;ZACHODNIOPOMORSKIE;;Porost 50a;;;;;;;;;Marek Tomaszewski;;;;;Utworzone przez osoby fizyczne;;
421;Muzeum Broni i Militariów w Przasnyszu (w organizacji);06-300;Przasnysz;Przasnysz;przasnyski;MAZOWIECKIE;ul.;Glinki;8;;;;;;;;Daniel Duchnowski;;;;;Utworzone przez osoby fizyczne;;
422;"Muzeum Broni i Sprzętu Wojskowego ""Mauser"" w Dzierzgoniu (w organizacji)";82-440;Dzierzgoń;Dzierzgoń;sztumski;POMORSKIE;ul.;Wojska Polskiego;24;;;;;;;;Mirosław Procyk;;;;;Utworzone przez osoby fizyczne;;
423;Muzeum Broni i Wyposażenia Piechoty w Warszawie (w organizacji);02-755;Warszawa;Warszawa (Mokotów);m. st. Warszawa;MAZOWIECKIE;ul.;Krucza;41/43;83;;;;;;;Maciej Tylski ;;;;;Utworzone przez osoby fizyczne;;
424;Muzeum Broni w Stanisławowie (w organizacji);59-424;Stanisławów ;Męcinka ;jaworski ;DOLNOŚLĄSKIE;; ;41;2;;;;;;;Przemysław Kusek ;;;;;Utworzone przez osoby fizyczne ;;
425;Muzeum Bursztynu w Ustce (w organizacji);76-270;Ustka;Ustka;słupski;POMORSKIE;ul.;Słowiańska;35a;1;;;;;;;Paulina Szyłko;;;;;Utworzone przez osoby fizyczne ;;
426;Muzeum Czynu Zbrojnego w Lipcach Reymontowskich;96-127;Lipce Reymontowskie;Lipce Reymontowskie;skierniewicki;ŁÓDZKIE;ul.;Reymonta;22;;;;;;;;Jerzy Murgrabia;;;;;Utworzone przez osoby fizyczne;;
427;Muzeum Czynu Zbrojnego Żywiecczyzny w Żywcu;34-300;Żywiec;Żywiec;żywiecki;ŚLĄSKIE;ul.;Wolności;4;;;;;;;;Artur Caputa; Mariusz Tomaszek; Mirosław Augustyński;;;Utworzone przez osoby fizyczne;;
428;Muzeum Dawnej Broni i Osobliwości w Strzyżawie (w organizacji) ;86-070;Dąbrowa Chełmińska;Dąbrowa Chełmińska;bydgoski;KUJAWSKO-POMORSKIE;;Strzyżawa;43;;;;;;;;Andrzej Dulcet;Renata Dulcet;;;;Utworzone przez osoby fizyczne;;
429;Muzeum Dewocjonaliów i Rzeczy Osobistych w Ostrowi Mazowieckiej (w organizacji);07-300;Ostrów Mazowiecka;Ostrów Mazowiecka;ostrowski;MAZOWIECKIE;ul. ;Antoniego Bałdygi;12;;;;;;;;Aneta Żyłowska ;Cezary Łukasik ;;;;Utworzone przez osoby fizyczne ;;
430;Muzeum „Doctor Villa” w Koszęcinie (w organizacji);42-286;Koszęcin;Koszęcin; lubliniecki;ŚLĄSKIE;ul. ;Ligonia;8;;;;;;;;Katarzyna Mańko;;;;;Utworzone przez osoby fizyczne ;;
431;Muzeum Doliny Liwca (w organizacji);08-110;Siedlce;Siedlce;siedlecki;MAZOWIECKIE;;Pruszynek;58B;;;;;;;;Michał Krasuski;;;;;Utworzone przez osoby fizyczne ;;
432;Muzeum 4 Pułku Strzelców Podhalańskich;43-400;Cieszyn;Cieszyn;cieszyński;ŚLĄSKIE;ul.;Frysztacka;2;;;;;;;;Krzysztof Neścior;;;;;Utworzone przez osoby fizyczne;;
433;Muzeum II Korpusu Polskiego w Józefowie;05-420;Józefów;Józefów;otwocki;MAZOWIECKIE;ul.;Kasztanowa;6;;;;;;;;Mariusz Niewiedzielski;;;;;Utworzone przez osoby fizyczne;;
434;Muzeum II Wojny Światowej w Lubiszynie (w organizacji);66-433;Lubiszyn;Lubiszyn;gorzowski;LUBUSKIE;ul.;Polna;1;;;;;;;;Jan Lewek;;;;;Utworzone przez osoby fizyczne;;
435;Muzeum Dawnej Motoryzacji i Techniki „Kontrasty” w Świnoujściu (w organizacji);72-600;Świnoujście;Świnoujście;Świnoujście;ZACHODNIOPOMORSKIE;pl.;Słowiański;15;;;;;;;;Rafał Tyszkiewicz;;;;;Utworzone przez osoby fizyczne;;
436;Muzeum Dawnej Wsi ,,Domek Tkaczki”;26-120;Bliżyn;Bliżyn;skarżyski;ŚWIĘTOKRZYSKIE;ul.;Zafabryczna;35;;;;;;;;Urszula Jędrzejczyk; Grzegorz Jędrzejczyk ;;;;Utworzone przez osoby fizyczne;;
437;Muzeum Dolina Psarki ;27-225;Pawłów;Świętomarz;starachowicki;ŚWIĘTOKRZYSKIE;ul.;Tarczek;24;;;;;;;;Michał Sokalski ;;;;;Utworzone przez osoby fizyczne;;
438;Muzeum Dwór Feillów ;32-420;Gdów;Gdów;wielicki;MAŁOPOLSKIE;;Zręczyce;51;;;;;;;;Aneta Tyl; Krzysztof Tyl;;;;Utworzone przez osoby fizyczne;;
439;Muzeum Dziedzictwa Kulturowego (w organizacji);80-410;Szczecin;Gdańsk;m. Gdańsk;POMORSKIE;ul.;św. Wojciecha;1;;;;;;;;Wojciech Lizak; Karol Lizak;;;;Utworzone przez osoby fizyczne;;
440;Muzeum 3 Dywizji Piechoty Legionów w Zamościu (w organizacji);22-400;Zamość;Zamość;zamojski;LUBELSKIE;ul.;Ordynacka;47;;;Skokówka;;;;;Maciej Podgórski ;;;;;Utworzone przez osoby fizyczne;;
441;Muzeum Eksploracji w Przeźmierowie;62-081;Przeźmierowo;Dąbrowa;poznański;WIELKOPOLSKIE;ul.;Składowa;40A;;;;;;;;Zygmunt Adamski; Piotr Lewandowski;;;;Utworzone przez osoby fizyczne;;
442;Muzeum Eksploracji Ziem Polskich w Poznaniu (w organizacji);61-311;Poznań;Poznań;Poznań;WIELKOPOLSKIE;ul.;Przyjemna;18;;;;;;;;Anna Lińska;;;;;Utworzone przez osoby fizyczne;;
443;Muzeum Elwiro Michała Andriollego;05-410;Józefów;Józefów;otwocki;MAZOWIECKIE;ul.;Słoneczna;20;;;;;;;;Robert Lewandowski;;;;;Utworzone przez osoby fizyczne;;
444;"Muzeum Etnograficzno - Archeologiczne ""KLEISTMETAL""(w organizacji)";83-331;Żukowo Przyjaźń;Łapino Kartuskie;kartuski;POMORSKIE;ul.;Sosnowa;21;;;;;;;;Krystian Adamczyk;;;;;Utworzone przez osoby fizyczne;;
445;Muzeum Fiata 126p;43-300;Bielsko - Biała;Bielsko-Biała;bielski;ŚLĄSKIE;ul.;Karpacka;44;;;;;;;;Antoni Przychodzień;;;;;Utworzone przez osoby fizyczne;;
446;Muzeum Fort XII Werner w Żurawicy (w organizacji);37-710;Żurawica k. Przemyśla;Żurawica;przemyski;PODKARPACKIE;ul.;Forteczna;20;;;;;;;;Sławomir Golonka;;;;;Utworzone przez osoby fizyczne;;
447;Muzeum Foteli Katapultowych w Oleśnicy (w organizacji);56-400;Oleśnica;Oleśnica;oleśnicki;DOLNOŚLĄSKIE;ul.;Ludwikowska;27;;;;;;;;Radosław Szukała;;;;;Utworzone przez osoby fizyczne;;
448;Muzeum Fotografii w Janowie Lubelskim (w organizacji);23-300;Janów Lubelski;Janów Lubelski;janowski;LUBELSKIE;ul.;Jana Zamoyskiego;20;;;;;;;;Antoni Florczak ;;;;;Utworzone przez osoby fizyczne;;
449;Muzeum Frontu Wschodniego (w organizacji);03-301;Warszawa;Warszawa (Praga-Północ);m. st. Warszawa;MAZOWIECKIE;ul.;Jagiellońska;49c;26;;;;;;;Artur Steckiewicz;;;;;Utworzone przez osoby fizyczne;;
450;Muzeum Galeria Sulmin w Sulminie(w organizacji);83-331;Sulmin;Żukowo;kartuski;POMORSKIE;;Sulmin;33;;;;;;;;Alicja Solarewicz-Zawierucha;;;;;Utworzone przez osoby fizyczne;;
451;Muzeum Galicyjskich Wsi i Pobojowisk w Łaskach (w organizacji);38-200;Łaski;Jasło;jasielski;PODKARPACKIE;;Łaski;207;;;;;;;;Klaudiusz Kotulak;;;;;Utworzone przez osoby fizyczne;;
452;Muzeum Górnictwa i Historii Złotego Stoku;57-250;Złoty Stok ;Złoty Stok ;ząbkowicki ;DOLNOŚLĄSKIE;ul. ;Złota ;9;;;;;;;;Elżbieta Szumska ;;;;;Utworzone przez osoby fizyczne ;;
453;Muzeum Górnictwa i Hutnictwa Staropolskiego w Warszawie (w organizacji) ;01-864;Warszawa;m.st. Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Kochanowskiego;52;178;;;;;;;Stanisław Krupa;;;;;Utworzone przez osoby fizyczne ;;
454;Muzeum Góry Sowie Region Sudety w organizacji;58-250;Pieszyce;Pieszyce;dzierżoniowski;DOLNOŚLĄSKIE;ul.;Kamionki;12;;;;;;;;Józef Przeorek; Michał Przeorek;;;;Utworzone przez osoby fizyczne;;
455;Muzeum Gross Born w Bornem Sulinowie (w organizacji);78-449;Borne Sulinowo;Borne Sulinowo;szczecinecki;ZACHODNIOPOMORSKIE;ul.;Marii Konopnickiej;9;;;;;;;;Dariusz Czerniawski;;;;;Utworzone przez osoby fizyczne;;
456;"Muzeum ""Hełm"" w Chełmie (w organizacji)";59-305;Rudna;Rudna;lubiński;DOLNOŚLĄSKIE;;Chełm;33;;;;;;;;Ryszard Biskup;;;;;Utworzone przez osoby fizyczne;;
457;Muzeum Historii Artylerii (w organizacji);05-319;Cegłów;Cegłów;miński;MAZOWIECKIE;;Rudnik;57;;;;;;;;Łukasz Cichosz;;;;;Utworzone przez osoby fizyczne;;
458;Muzeum Historii Bieszczad w Czarnej Górnej ;38-710;Czarna Górna;Czarna Górna;bieszczadzki;PODKARPACKIE;;Czarna Górna;6;;;;;;;;Rafał Dudka; LeAnn Dudka ;;;;Utworzone przez osoby fizyczne;;
459;Muzeum Historii Czułowa w Tychach (w organizacji);43-100;Tychy;Tychy;Tychy;ŚLĄSKIE;ul.;Klonowa;25;;;;;;;;Gabriel Pierończyk;;;;;Utworzone przez osoby fizyczne;;
460;Muzeum Historii i Działań Zbrojnych (w organizacji);99-320;Żychlin;Żychlin;kutnowski;ŁÓDZKIE;ul.;Krasickiego;8;;;;;;;;Bogdan Szalaty;;;;;Utworzone przez osoby fizyczne;;
461;Muzeum Historii i Militariów w Czarnej Wodzie (w organizacji);83-262;Czarna Woda;Czarna Woda;starogardzki;POMORSKIE;ul.;Chojnicka;20;;;;;;;;Piotr Kazimierz Szulc;;;;;Utworzone przez osoby fizyczne;;
462;Muzeum Historii Gospodarki, Finansów i Rozwoju Przedsiębiorczości Na Ziemiach Polskich (w organizacji);05-804;Pruszków;Pruszków;pruszkowski;MAZOWIECKIE;;skr. Poczt.;90;;;;;;;;Krzysztof Kotyński ;;;;;Utworzone przez osoby fizyczne;;
463;Muzeum Historii Komputerów i Informatyki (w organizacji);40-061;Katowice ;Katowice;m. Katowice;ŚLĄSKIE;Plac;Oddziałów Młodzieży Powstańczej;1;;;;;;;;Krzysztof Chwałowski; Zbigniew Rudnicki; Dariusz Walerjański ;;;Utworzone przez osoby fizyczne;;
464;Muzeum Historii Modlina i Nowego Dworu Mazowieckiego (w organizacji);05-102;Nowy Dwór Mazowiecki;Nowy Dwór Mazowiecki ;nowodworski;MAZOWIECKIE;uL. ;Generała Thommee;10;;;;;;;;Dariusz Banaszek ;;;;;Utworzone przez osoby fizyczne ;;
465;Muzeum Historii Najnowszej w Poznaniu (w organizacji);61-838;Poznań;Poznań;poznański;WIELKOPOLSKIE;ul.;Wrocławska;9;;;;;;;;Sławomir Cichocki;;;;;Utworzone przez osoby fizyczne ;;
466;Muzeum Historii Ubioru (w organizacji);61-881;Poznań;Poznań;poznański;WIELKOPOLSKIE;ul.;Kwiatowa;14;2;;;;;;;Anna Moryto;;;;;Utworzone przez osoby fizyczne ;;
467;Muzeum Historii Wielkopolskiego Leśnictwa 1920-1945 w Bronisławiu (w organizacji);36-025;Witowo;Krzykosy;Środa Wielkopolska;WIELKOPOLSKIE;;Bronisław ;1;;;;;;;;Andrzej i Justyna Antowscy;;;;;Utworzone przez osoby fizyczne;;
468;Muzeum Historii - Włosień i okolice we Włosieniu (w organizacji);59-816;Platerówka;Platerówka;lubański;DOLNOŚLĄSKIE;;Włosień;127;;;;;;;;Leszek Stępień, Marcin Stępień;;;;;Utworzone przez osoby fizyczne;;
469;Muzeum Historii Wojskowości Polskiej w Warszawie (w organizacji);01-168;Warszawa;m.st. Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Syreny;44;;;;;;;;Piotr Andrzej Fudała;;;;;Utworzone przez osoby fizyczne;;
470;Muzeum Historii Ziemi Ciechanowskiej (w organizacji);06-400;Ciechanów;Ciechanów;ciechanowski;MAZOWIECKIE;ul.;Ks. Konrada II;9;3;;;;;;;Paweł Podlasiński ;;;;;Utworzone przez osoby fizyczne;;
471;Muzeum Historii Ziemi Rudnickiej w Rudniku nad Sanem (w organizacji);37-420;Rudnik nad Sanem;Sudnik nad Sanem;niżański;PODKARPACKIE;ul.;Mickiewicza;136a;;;;;;;;Marek Mierzwa;;;;;Utworzone przez osoby fizyczne;;
472;Muzeum Historyczne Broni Pancernej (w organizacji);05-140;Serock;Serock;legionowski;MAZOWIECKIE;;Zabłocie Święcienica;3;;;;;;;;Bogdan Powała ;;;;;Utworzone przez osoby fizyczne;;
473;Muzeum Historyczne „Bunkier Otryt” (w organizacji);38-713;Lutowiska;Lutowiska;bieszczadzki;PODKARPACKIE;;Lutowiska;98;9;;;;;;;Jarosław Brzeski;;;;;Utworzone przez osoby fizyczne;;
474;Muzeum Historyczne ,,Frontu Wschodniego” (w organizacji);05-120;Legionowo;Legionowo;legionowski;MAZOWIECKIE;ul.;Krucza;27;;;;;;;;Tomasz Dziczek;;;;;Utworzone przez osoby fizyczne;;
475;Muzeum Historyczne Północne Mazowsze i Garnizon Różan 1914- 1945 (w organizacji);06-230;Różan;Różan;makowski;MAZOWIECKIE;;Kaszewiec;52;;;;;;;;Wojciech Wielgosz;;;;;Utworzone przez osoby fizyczne;;
476;Muzeum Historyczne w Strzepczu (w organizacji);84-223;Linia;Linia;wejherowski;pomorskie;;Strzepcz;4;;;;;;;;Piotr Lisiński;;;;;;;
477;Muzeum Historyczne w Sulejówku (w organizacji);05-071;Sulejówek;Sulejówek (Miłosna);miński;MAZOWIECKIE;ul.;Szosowa;26;;;;;;;;Robert Buczek ;;;;;Utworzone przez osoby fizyczne;;
478;Muzeum Historyczne Warszawa Kampinos 1939 (w organizacji);05-152;Czosnów Kazuń Polski ;Czosnów;nowodworski;MAZOWIECKIE;ul.;Jeziorna;110;;;;;;;;Wojciech Hejnrych;;;;;Utworzone przez osoby fizyczne;;
479;Muzeum Historyczne - Zespół Pałacowy w Patrykozach (w organizacji);08-311;Bielany;Bielany-Żylaki;sokołowski;MAZOWIECKIE;;Patrykozy;29;;;;;;;;Maurycy Zając; Grażyna Spinkowska;;;;Utworzone przez osoby fizyczne;;
480;Muzeum Historyczno-Etnograficzne w Andrychowie;34-120;Andrychów;Andrychów;wadowicki;MAŁOPOLSKIE;ul.;Podgórska;3;;;;;;;;Iwona Elżbieta Dyla;;;;;Utworzone przez osoby fizyczne;;
